title,Год выпуска,Поколение,Пробег,История пробега,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Оценка,пробег_история,ДТП,другое_история,тех_история,sold,Метро,ПТС
"Kia Sportage 2.0 AT, 2012, 144 000 км, с пробегом, цена 899 000 руб. - Автомобили в Москве",2012,III (2010—2014),144 000 км,12 записей в отчёте Автотеки,1,Не битый,2.0 4WD AT (150 л.с.),2 л,Бензин,Автомат,Полный,Prestige,Внедорожник 5-дверный,Синий,Левый,XWEP*************,Возможен,899 000 ₽ — цена ниже Авито Оценки,12 записей с 2013 года,ДТП не найдены,1 владелец по ПТС,14 записей с описанием работ,,Калужская:11–15 мин.;Воронцовская:16–20 мин.;Новаторская:16–20 мин.,
"Volkswagen Tiguan 2.0 AMT, 2020, 44 875 км, с пробегом, цена 3 145 000 руб. - Автомобили в Москве",2020,II (2016—2020),44 875 км,Проверить в Автотеке,1,Не битый,2.0 TDI 4MOTION DSG (240 л.с.),2 л,Дизель,Робот,Полный,Highline,Внедорожник 5-дверный,Белый,Левый,WVGZ*************,Возможен,,,ДТП не найдены,,,,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,
"Opel Antara 2.4 AT, 2010, 160 672 км, с пробегом, цена 719 000 руб. - Автомобили в Москве",2010,I (2006—2011),160 672 км,7 записей в отчёте Автотеки,2,Не битый,2.4 4WD AT (140 л.с.),2.4 л,Бензин,Автомат,Полный,Enjoy,Внедорожник 5-дверный,Чёрный,Левый,XUFL*************,Возможен,719 000 ₽ — цена ниже Авито Оценки,7 записей с 2016 года,ДТП не найдены,,1 запись с описанием работ,,Владыкино:6–10 мин.;Окружная:11–15 мин.;Верхние Лихоборы:21–30 мин.,Оригинал
"Mercedes-Benz CLA-класс 1.6 AMT, 2013, 140 000 км, с пробегом, цена 1 300 000 руб. - Автомобили в Москве",2013,C117/X117 (2013—2016),140 000 км,2 записи в отчёте Автотеки,1,Не битый,CLA 200 1.6 7G-DCT (156 л.с.),1.6 л,Бензин,Робот,Передний,Urban Особая серия,Седан,Белый,Левый,WDD1*************,Не интересует,1 300 000 ₽ — цена ниже Авито Оценки,2 записи с 2020 года,ДТП не найдены,1 владелец по ПТС,1 запись с описанием работ,,Лесопарковая:до 5 мин.;Аннино:16–20 мин.;Улица Старокачаловская:16–20 мин.,Оригинал
"Kia Cerato 1.6 AT, 2021, 45 672 км, с пробегом, цена 1 290 000 руб. - Автомобили в Москве",2021,IV (2018—2022),45 672 км,12 записей в отчёте Автотеки,1,Не битый,1.6 AT (128 л.с.),1.6 л,Бензин,Автомат,Передний,,Седан,Белый,Левый,XWEF*************,0,1 290 000 ₽ — цена ниже Авито Оценки,12 записей с 2021 года,ДТП не найдены,,2 записи с описанием работ,5 раз продавался на Авито,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал
"Mercedes-Benz GL-класс 3.0 AT, 2011, 172 000 км, с пробегом, цена 1 799 000 руб. - Автомобили в Москве",2011,X164 рестайлинг (2009—2012),172 000 км,6 записей в отчёте Автотеки,2,Не битый,GL 350d 3.0 4MATIC 7G-Tronic (224 л.с.),,,,,,,,,,0,1 799 000 ₽ — соответствует оценке Авито,6 записей с 2019 года,,,,1 раз продавался на Авито,Окская:11–15 мин.;Стахановская:21–30 мин.;Кузьминки:21–30 мин.,
"Volkswagen Touareg 2.5 AT, 2008, 178 500 км, с пробегом, цена 975 000 руб. - Автомобили в Москве",2008,I рестайлинг (2006—2010),178 500 км,4 записи в отчёте Автотеки,3,Не битый,2.5 TDI AT (174 л.с.),2.5 л,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,WVGZ*************,Возможен,975 000 ₽ — цена ниже Авито Оценки,4 записи с 2020 года,ДТП не найдены,3 владельца по ПТС,,1 раз продавался на Авито,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,
"Toyota RAV4 2.5 AT, 2013, 98 000 км, с пробегом, цена 1 749 000 руб. - Автомобили в Москве",2013,IV (2012—2015),98 000 км,17 записей в отчёте Автотеки,1,Не битый,2.5 4WD AT (180 л.с.),2.5 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Белый,Левый,JTMD*************,Возможен,1 749 000 ₽ — соответствует оценке Авито,17 записей с 2013 года,ДТП не найдены,,9 записей с описанием работ,3 раза продавался на Авито,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,
"Haval F7 2.0 AMT, 2021, 84 595 км, с пробегом, цена 1 480 000 руб. - Автомобили в Москве",2021,I (2018—2022),84 595 км,8 записей в отчёте Автотеки,1,Не битый,2.0 4WD AMT (190 л.с.),2 л,Бензин,Робот,Полный,Elite,Внедорожник 5-дверный,Белый,Левый,XZGF*************,Возможен,1 480 000 ₽ — цена ниже Авито Оценки,8 записей с 2021 года,ДТП не найдены,,2 записи с описанием работ,3 раза продавался на Авито,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,
"Kia Sportage 2.0 AT, 2013, 120 119 км, с пробегом, цена 999 000 руб. - Автомобили в Москве",2013,III (2010—2014),120 119 км,Проверить в Автотеке,1,Не битый,2.0 AT (150 л.с.),2 л,Бензин,Автомат,Передний,Базовая,Внедорожник 5-дверный,Чёрный,Левый,XWEP*************,Возможен,999 000 ₽ — цена ниже Авито Оценки,,ДТП не найдены,1 владелец по ПТС,,,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,
"Hyundai Creta 2.0 AT, 2019, 86 120 км, с пробегом, цена 1 140 000 руб. - Автомобили в Москве",2019,I (2016—2020),86 120 км,7 записей в отчёте Автотеки,1,Не битый,2.0 AT (150 л.с.),2 л,Бензин,Автомат,Передний,,Внедорожник 5-дверный,Чёрный,Левый,Z94G*************,0,1 140 000 ₽ — цена ниже Авито Оценки,7 записей с 2020 года,,1 владелец по ПТС,4 записи с описанием работ,,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,Оригинал
"Ford Focus 1.5 AT, 2017, 97 465 км, с пробегом, цена 899 000 руб. - Автомобили в Москве",2017,III рестайлинг (2014—2019),97 465 км,7 записей в отчёте Автотеки,1,Не битый,1.5 EcoBoost AT (150 л.с.),1.5 л,Бензин,Автомат,Передний,Titanium,Седан,Чёрный,Левый,Z6F4*************,0,899 000 ₽ — цена ниже Авито Оценки,7 записей с 2019 года,ДТП не найдены,1 владелец по ПТС,5 записей с описанием работ,,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,
"Toyota Alphard 2.5 CVT, 2019, 32 012 км, с пробегом, цена 3 750 000 руб. - Автомобили в Москве",2019,III рестайлинг (2017—2023),32 012 км,,1,Не битый,2.5 4WD CVT (182 л.с.),2.5 л,Бензин,Вариатор,Полный,Базовая,Минивэн,Чёрный,Правый,GGH3********,0,,,,,,,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,
"Volkswagen Polo 1.6 AT, 2019, 273 355 км, с пробегом, цена 845 000 руб. - Автомобили в Москве",2019,V рестайлинг (2015—2020),273 355 км,9 записей в отчёте Автотеки,2,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Comfortline,Седан,Белый,Левый,XW8Z*************,0,845 000 ₽ — соответствует оценке Авито,9 записей с 2020 года,,2 владельца по ПТС,2 записи с описанием работ,3 раза продавался на Авито,Ростокино:11–15 мин.;Свиблово:от 31 мин.;Ботанический сад:от 31 мин.,Оригинал
"Opel Astra 1.4 AT, 2013, 160 000 км, с пробегом, цена 677 000 руб. - Автомобили в Казани",2013,J рестайлинг (2012—2018),160 000 км,15 записей в отчёте Автотеки,2,Не битый,1.4 Turbo AT (140 л.с.),1.4 л,Бензин,Автомат,Передний,Cosmo,Хетчбек 5-дверный,Серый,Левый,XUFP*************,Возможен,677 000 ₽ — цена ниже Авито Оценки,15 записей с 2015 года,,2 владельца по ПТС,14 записей с описанием работ,1 раз продавался на Авито,Козья Слобода:21–30 мин.;Яшьлек:21–30 мин.;Северный вокзал:от 31 мин.,
"Kia Rio 1.6 AT, 2016, 128 711 км, с пробегом, цена 899 000 руб. - Автомобили в Москве",2016,III рестайлинг (2015—2017),128 711 км,7 записей в отчёте Автотеки,2,Не битый,1.6 AT (123 л.с.),1.6 л,Бензин,Автомат,Передний,,Седан,Серебряный,Левый,Z94C*************,Возможен,899 000 ₽ — цена выше Авито Оценки,7 записей с 2017 года,ДТП не найдены,2 владельца по ПТС,,1 раз продавался на Авито,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,
"BMW 7 серия 3.0 AT, 2018, 80 115 км, с пробегом, цена 3 799 000 руб. - Автомобили в Москве",2018,G11/G12 (2015—2019),80 115 км,3 записи в отчёте Автотеки,1,Не битый,730d 3.0 xDrive Steptronic (249 л.с.),3 л,Дизель,Автомат,Полный,,Седан,Белый,Левый,WBA7*************,Возможен,3 799 000 ₽ — цена ниже Авито Оценки,3 записи с 2020 года,ДТП не найдены,1 владелец по ПТС,1 запись с описанием работ,1 раз продавался на Авито,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,
"Nissan Pathfinder 2.5 AT, 2007, 189 000 км, с пробегом, цена 999 000 руб. - Автомобили в Москве",2007,III (2004—2010),189 000 км,12 записей в отчёте Автотеки,2,Не битый,2.5 Cdi 4WD AT (174 л.с.),2.5 л,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Серый,Левый,VSKJ*************,Возможен,999 000 ₽ — соответствует оценке Авито,12 записей с 2014 года,ДТП не найдены,2 владельца по ПТС,8 записей с описанием работ,,Калужская:11–15 мин.;Воронцовская:16–20 мин.;Новаторская:16–20 мин.,
"BMW 3 серия 2.0 AT, 2020, 36 000 км, с пробегом, цена 3 399 000 руб. - Автомоби�ли в Москве",2020,G20/G21 (2018—2023),36 000 км,2 записи в отчёте Автотеки,1,Не битый,320d 2.0 xDrive AT (190 л.с.),2 л,Дизель,Автомат,Полный,,Седан,Чёрный,Левый,WBA1*************,Возможен,,2 записи с 2023 года,ДТП не найдены,,,1 раз продавался на Авито,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,
"Hyundai Creta 1.6 AT, 2020, 15 500 км, с пробегом, цена 1 545 000 руб. - Автомобили в Москве",2020,I рестайлинг (2020—2021),15 500 км,5 записей в отчёте Автотеки,1,Не битый,1.6 AT (123 л.с.),1.6 л,Бензин,Автомат,Передний,,Внедорожник 5-дверный,Белый,Левый,Z94G*************,Возможен,1 545 000 ₽ — цена ниже Авито Оценки,5 записей с 2021 года,ДТП не найдены,1 владелец по ПТС,1 запись с описанием работ,2 раза продавался на Авито,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,
"BMW 3 серия 2.0 AT, 2020, 36 000 км, с пробегом, цена 3 399 000 руб. - Автомобили в Москве",2020,G20/G21 (2018—2023),36 000 км,2 записи в отчёте Автотеки,1,Не битый,320d 2.0 xDrive AT (190 л.с.),2 л,Дизель,Автомат,Полный,,Седан,Чёрный,Левый,WBA1*************,Возможен,,2 записи с 2023 года,ДТП не найдены,,,1 раз продавался на Авито,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,
"Mazda 6 2.5 AT, 2014, 119 000 км, с пробегом, цена 1 199 000 руб. - Автомобили в Москве",2014,GJ (2012—2015),119 000 км,10 записей в отчёте Автотеки,2,Не битый,2.5 AT (192 л.с.),2.5 л,Бензин,Автомат,Передний,Active,Седан,Белый,Левый,RUMG*************,Возможен,1 199 000 ₽ — цена ниже Авито Оценки,10 записей с 2015 года,,,2 записи с описанием работ,3 раза продавался на Авито,Окская:11–15 мин.;Стахановская:21–30 мин.;Кузьминки:21–30 мин.,
"OMODA C5 1.6 AMT, 2023, 10 км, с пробегом, цена 1 750 000 руб. - Автомобили в Москве",2023,I (2021—2024),10 км,Проверить в Автотеке,1,Не битый,1.6 TGDI 4WD DCT (150 л.с.),1.6 л,Бензин,Робот,Полный,Supreme,Внедорожник 5-дверный,Белый,Левый,LVVD*************,Возможен,,,ДТП не найдены,,,1 раз продавался на Авито,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,
"Toyota Highlander 3.5 AT, 2012, 139 496 км, с пробегом, цена 1 649 000 руб. - Автомобили в Москве",2012,II рестайлинг (2010—2013),139 496 км,13 записей в отчёте Автотеки,1,Не битый,3.5 V6 4WD AT (273 л.с.),3.5 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTEE*************,Возможен,1 649 000 ₽ — цена ниже Авито Оценки,13 записей с 2015 года,ДТП не найдены,1 владелец по ПТС,8 записей с описанием работ,,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,
"Nissan X-Trail 2.5 CVT, 2016, 101 265 км, с пробегом, цена 1 399 000 руб. - Автомобили в Москве",2016,III (2013—2019),101 265 км,10 записей в отчёте Автотеки,1,Не битый,2.5 4WD CVT (171 л.с.),2.5 л,Бензин,Вариатор,Полный,,Внедорожник 5-дверный,Синий,Левый,Z8NT*************,Возможен,1 399 000 ₽ — цена ниже Авито Оценки,10 записей с 2017 года,ДТП не найдены,1 владелец по ПТС,8 записей с описанием работ,,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,
"Mercedes-Benz C-класс 1.6 AT, 2013, 116 283 км, с пробегом, цена 1 249 000 руб. - Автомобили в Москве",2013,W204/S204/С204 рестайлинг (2011—2015),116 283 км,4 записи в отчёте Автотеки,1,Не битый,C 180 1.6 7G-Tronic (156 л.с.),1.6 л,Бензин,Автомат,Задний,,Седан,Белый,Левый,WDD2*************,0,1 249 000 ₽ — цена ниже Авито Оценки,4 записи с 2016 года,ДТП не найдены,1 владелец по ПТС,,,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,
"Volkswagen Jetta 1.6 AT, 2021, 10 932 км, с пробегом, цена 1 930 000 руб. - Автомобили в Москве",2021,VII (2018—2021),10 932 км,Проверить в Автотеке,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,,Седан,Белый,Левый,WVWZ*************,0,,,ДТП не найдены,,,,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,Оригинал
"Kia Optima 2.0 AT, 2019, 190 086 км, с пробегом, цена 1 465 000 руб. - Автомобили в Москве",2019,IV рестайлинг (2018—2020),190 086 км,9 записей в отчёте Автотеки,4+,Не битый,2.0 MPI AT (150 л.с.),2 л,Бензин,Автомат,Передний,Comfort,Седан,Белый,Левый,XWEG*************,0,1 465 000 ₽ — цена выше Авито Оценки,9 записей с 2020 года,ДТП не найдены,4 владельца по ПТС,3 записи с описанием работ,,Ростокино:11–15 мин.;Свиблово:от 31 мин.;Ботанический сад:от 31 мин.,Оригинал
"Kia Picanto 1.2 AT, 2011, 93 000 км, с пробегом, цена 880 000 руб. - Автомобили в Казани",2011,II (2011—2015),93 000 км,13 записей в отчёте Автотеки,3,Не битый,1.2 AT (85 л.с.),1.2 л,Бензин,Автомат,Передний,Prestige,Хетчбек 5-дверный,Бежевый,Левый,KNAB*************,Возможен,880 000 ₽ — соответствует оценке Авито,13 записей с 2012 года,,3 владельца по ПТС,10 записей с описанием работ,1 раз продавался на Авито,Козья Слобода:21–30 мин.;Яшьлек:21–30 мин.;Северный вокзал:от 31 мин.,
"Kia Rio 1.6 AT, 2022, 48 000 км, с пробегом, цена 1 249 000 руб. - Автомобили в Москве",2022,IV рестайлинг (2020—2024),48 000 км,2 записи в отчёте Автотеки,1,Не битый,1.6 AT (123 л.с.),1.6 л,Бензин,Автомат,Передний,,Седан,Серебряный,Левый,Z94C*************,0,1 249 000 ₽ — цена ниже Авито Оценки,2 записи с 2024 года,ДТП не найдены,1 владелец по ПТС,,1 раз продавался на Авито,Бульвар Дмитрия Донского:11–15 мин.;Улица Старокачаловская:11–15 мин.;Лесопарковая:21–30 мин.,Оригинал
"SsangYong Rexton 2.7 AT, 2013, 233 363 км, с пробегом, цена 959 000 руб. - Автомобили в Москве",2013,III (2012—2017),233 363 км,4 записи в отчёте Автотеки,1,Не битый,2.7 XVT 4WD AT (186 л.с.),2.7 л,Дизель,Автомат,Полный,Luxury,Внедорожник 5-дверный,Чёрный,Левый,Z8UG*************,Возможен,959 000 ₽ — цена ниже Авито Оценки,4 записи с 2017 года,ДТП не найдены,1 владелец по ПТС,,,Владыкино:6–10 мин.;Окружная:11–15 мин.;Верхние Лихоборы:21–30 мин.,Оригинал
"Ford Focus 1.6 AMT, 2013, 133 000 км, с пробегом, цена 699 000 руб. - Автомобили в Москве",2013,III (2011—2015),133 000 км,11 записей в отчёте Автотеки,1,Не битый,1.6 AMT (105 л.с.),1.6 л,Бензин,Робот,Передний,Базовая,Седан,Серый,Левый,X9FM*************,Возможен,699 000 ₽ — соответствует оценке Авито,11 записей с 2014 года,ДТП не найдены,1 владелец по ПТС,9 записей с описанием работ,,Калужская:11–15 мин.;Воронцовская:16–20 мин.;Новаторская:16–20 мин.,
"Mazda CX-5 2.5 AT, 2019, 84 000 км, с пробегом, цена 1 900 000 руб. - Автомобили в Москве",2019,II (2017—2022),84 000 км,5 записей в отчёте Автотеки,1,Не битый,2.5 4WD AT (194 л.с.),2.5 л,Бензин,Автомат,Полный,Supreme,Внедорожник 5-дверный,Коричневый,Левый,RUMK*************,Не интересует,1 900 000 ₽ — цена ниже Авито Оценки,5 записей с 2019 года,ДТП не найдены,1 владелец по ПТС,4 записи с описанием работ,,Лесопарковая:до 5 мин.;Аннино:16–20 мин.;Улица Старокачаловская:16–20 мин.,Оригинал
"Volkswagen Jetta 1.6 AT, 2010, 162 000 км, с пробегом, цена 549 000 руб. - Автомобили в Москве",2010,V (2005—2011),162 000 км,17 записей в отчёте Автотеки,2,Не битый,1.6 AT (102 л.с.),1.6 л,Бензин,Автомат,Передний,Базовая,Седан,Синий,Левый,XW8Z*************,0,549 000 ₽ — соответствует оценке Авито,17 записей с 2013 года,,,4 записи с описанием работ,7 раз продавался на Авито,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,
"Skoda Superb 1.8 AMT, 2010, 167 000 км, с пробегом, цена 699 000 руб. - Автомобили в Москве",2010,II (2008—2013),167 000 км,47 записей в отчёте Автотеки,2,,,,,,,,,,,,0,,47 записей с 2012 года,,,38 записей с описанием работ,4 раза продавался на Авито,Окская:11–15 мин.;Стахановская:21–30 мин.;Кузьминки:21–30 мин.,
"Kia Sportage 2.0 AT, 2012, 142 854 км, с пробегом, цена 1 099 000 руб. - Автомобили в Москве",2012,III (2010—2014),142 854 км,4 записи в отчёте Автотеки,1,Не битый,2.0 4WD AT (150 л.с.),2 л,Бензин,Автомат,Полный,Luxe,Внедорожник 5-дверный,Чёрный,Левый,XWEP*************,Возможен,1 099 000 ₽ — цена ниже Авито Оценки,4 записи с 2017 года,ДТП не найдены,1 владелец по ПТС,,,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,
"Hyundai Elantra 2.0 AT, 2018, 128 016 км, с пробегом, цена 1 349 000 руб. - Автомобили в Москве",2018,VI (2015—2019),128 016 км,5 записей в отчёте Автотеки,1,Не битый,2.0 AT (150 л.с.),2 л,Бензин,Автомат,Передний,Style,Седан,Белый,Левый,XWED*************,0,1 349 000 ₽ — цена ниже Авито Оценки,5 записей с 2023 года,,1 владелец по ПТС,1 запись с описанием работ,1 раз продавался на Авито,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,Оригинал
"Kia Cerato 1.6 AT, 2011, 138 024 км, с пробегом, цена 749 000 руб. - Автомобили в Москве",2011,II (2008—2013),138 024 км,13 записей в отчёте Автотеки,2,Не битый,1.6 AT (126 л.с.),1.6 л,Бензин,Автомат,Передний,Базовая,Седан,Красный,Левый,KNAF*************,Возможен,749 000 ₽ — соответствует оценке Авито,13 записей с 2014 года,ДТП не найдены,2 владельца по ПТС,2 записи с описанием работ,1 раз продавался на Авито,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,
"Volkswagen Polo 1.6 AT, 2021, 26 215 км, с пробегом, цена 1 010 000 руб. - Автомобили в Москве",2021,VI (2020—2023),26 215 км,9 записей в отчёте Автотеки,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,,Лифтбек,Чёрный,Левый,XW8Z*************,0,1 010 000 ₽ — цена ниже Авито Оценки,9 записей с 2022 года,ДТП не найдены,1 владелец по ПТС,7 записей с описанием работ,1 раз продавался на Авито,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,
"Toyota Highlander 3.5 AT, 2012, 147 319 км, с пробегом, цена 1 549 000 руб. - Автомобили в Москве",2012,II рестайлинг (2010—2013),147 319 км,22 записи в отчёте Автотеки,1,Не битый,3.5 V6 4WD AT (273 л.с.),3.5 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTEE*************,0,1 549 000 ₽ — цена ниже Авито Оценки,22 записи с 2015 года,ДТП не найдены,1 владелец по ПТС,18 записей с описанием работ,,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,
"Kia Carnival 2.2 AT, 2021, 90 000 км, с пробегом, цена 3 100 000 руб. - Автомобили в Москве",2021,IV (2020—2024),90 000 км,,1,Не битый,2.2 CRDi AT (199 л.с.),2.2 л,Дизель,Автомат,Передний,Premium,Минивэн,Белый,Левый,KNAN*************,0,,,,,,,Автозаводская:до 5 мин.;ЗИЛ:16–20 мин.;Дубровка:21–30 мин.,Электронный
"Kia Optima 2.0 AT, 2019, 197 123 км, с пробегом, цена 1 445 000 руб. - Автомобили в Москве",2019,IV рестайлинг (2018—2020),197 123 км,7 записей в отчёте Автотеки,3,Не битый,2.0 MPI AT (150 л.с.),2 л,Бензин,Автомат,Передний,Comfort,Седан,Белый,Левый,XWEG*************,0,1 445 000 ₽ — цена выше Авито Оценки,7 записей с 2021 года,,3 владельца по ПТС,,2 раза продавался на Авито,Ростокино:11–15 мин.;Свиблово:от 31 мин.;Ботанический сад:от 31 мин.,Оригинал
"Chevrolet Lacetti 1.4 MT, 2008, 269 000 км, с пробегом, цена 341 000 руб. - Автомобили в Казани",2008,I (2004—2013),269 000 км,9 записей в отчёте Автотеки,4+,Не битый,1.4 MT (94 л.с.),1.4 л,Бензин,Механика,Передний,Star,Хетчбек 5-дверный,Чёрный,Левый,XUUN*************,Возможен,341 000 ₽ — соответствует оценке Авито,9 записей с 2017 года,,4 владельца по ПТС,4 записи с описанием работ,1 раз продавался на Авито,Козья Слобода:21–30 мин.;Яшьлек:21–30 мин.;Северный вокзал:от 31 мин.,
"Hyundai i40 2.0 AT, 2014, 119 000 км, с пробегом, цена 999 000 руб. - Автомобили в Москве",2014,I (2011—2015),119 000 км,2 записи в отчёте Автотеки,1,Не битый,2.0 AT (150 л.с.),2 л,Бензин,Автомат,Передний,Comfort,Седан,Чёрный,Левый,XWEL*************,Возможен,999 000 ₽ — цена ниже Авито Оценки,2 записи с 2017 года,ДТП не найдены,1 владелец по ПТС,1 запись с описанием работ,,Калужская:11–15 мин.;Воронцовская:16–20 мин.;Новаторская:16–20 мин.,
"Kia Rio 1.6 AT, 2021, 47 000 км, с пробегом, цена 1 399 000 руб. - Автомобили в Москве",2021,IV рестайлинг (2020—2024),47 000 км,,2,Не битый,1.6 AT (123 л.с.),,,,,,,,,,0,1 399 000 ₽ — цена ниже Авито Оценки,,,,,,Окская:11–15 мин.;Стахановская:21–30 мин.;Кузьминки:21–30 мин.,
"Kia Sorento 2.0 AT, 2010, 174 000 км, с пробегом, цена 1 950 000 руб. - Автомобили в Москве",2010,II (2009—2012),174 000 км,8 записей в отчёте Автотеки,1,Не битый,2.0 CRDi 4WD AT (150 л.с.),2 л,Дизель,Автомат,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,KNAK*************,Возможен,,8 записей с 2015 года,,,1 запись с описанием работ,1 раз продавался на Авито,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,
"Volkswagen Caravelle 2.0 AMT, 2012, 176 000 км, с пробегом, цена 1 549 000 руб. - Автомобили в Москве",2012,T5 рестайлинг (2009—2015),176 000 км,11 записей в отчёте Автотеки,2,Не битый,2.0 TDI DSG (140 л.с.),2 л,Дизель,Робот,Передний,Comfortline,Минивэн,Чёрный,Левый,WV2Z*************,Возможен,1 549 000 ₽ — соответствует оценке Авито,11 записей с 2017 года,,,1 запись с описанием работ,2 раза продавался на Авито,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,
"Renault Duster 2.0 MT, 2018, 166 602 км, с пробегом, цена 1 050 000 руб. - Автомобили в Москве",2018,I рестайлинг (2015—2021),166 602 км,4 записи в отчёте Автотеки,1,Не битый,2.0 4WD MT (143 л.с.),2 л,Бензин,Механика,Полный,Expression,Внедорожник 5-дверный,Зелёный,Левый,X7LH*************,0,1 050 000 ₽ — цена ниже Авито Оценки,4 записи с 2021 года,ДТП не найдены,1 владелец по ПТС,4 записи с описанием работ,1 раз продавался на Авито,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,Оригинал
"Kia Optima 2.0 AT, 2019, 38 016 км, с пробегом, цена 1 300 000 руб. - Автомобили в Москве",2019,IV рестайлинг (2018—2020),38 016 км,11 записей в отчёте Автотеки,1,Не битый,2.0 MPI AT (150 л.с.),,Бензин,Автомат,Передний,,Седан,Белый,Левый,XWEG*************,0,1 300 000 ₽ — цена ниже Авито Оценки,11 записей с 2019 года,ДТП не найдены,1 владелец по ПТС,36 записей с описанием работ,,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,
"Mercedes-Benz C-класс 1.8 AT, 2013, 153 196 км, с пробегом, цена 1 249 000 руб. - Автомобили в Москве",2013,W204/S204/С204 рестайлинг (2011—2015),153 196 км,6 записей в отчёте Автотеки,2,Не битый,C 250 1.8 7G-Tronic (204 л.с.),1.8 л,Бензин,Автомат,Задний,,Седан,Белый,Левый,WDD2*************,0,1 249 000 ₽ — соответствует оценке Авито,6 записей с 2014 года,ДТП не найдены,,1 запись с описанием работ,1 раз продавался на Авито,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,
"Toyota Allion 1.8 CVT, 2019, 23 102 км, с пробегом, цена 1 750 000 руб. - Автомобили в Москве",2019,T260 рестайлинг 2 (2016—2021),23 102 км,,1,Не битый,1.8 CVT (143 л.с.),1.8 л,Бензин,Вариатор,Передний,Базовая,Седан,Серый,Правый,ZRT2**********,0,,,,,,,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,
"Hyundai Solaris 1.4 AT, 2017, 247 112 км, с пробегом, цена 835 000 руб. - Автомобили в Москве",2017,II (2017—2020),247 112 км,12 записей в отчёте Автотеки,3,Не битый,1.4 AT (100 л.с.),1.4 л,Бензин,Автомат,Передний,Comfort,Седан,Белый,Левый,Z94K*************,0,835 000 ₽ — цена выше Авито Оценки,12 записей с 2018 года,,3 владельца по ПТС,2 записи с описанием работ,1 раз продавался на Авито,Ростокино:11–15 мин.;Свиблово:от 31 мин.;Ботанический сад:от 31 мин.,Оригинал
